Age,SupportCallsLastYear,AverageBill,ChurnIndicator
4,0,91,0.006
74,1,40,0.01
27,2,95,0.01
52,6,91,0.015
28,9,92,0.023
11,4,58,0.043
49,0,58,0.001
44,4,104,0.004
39,6,47,0.023
10,1,62,0.029
21,4,97,0.04
42,7,60,0.016
38,0,85,0.002
66,0,17,0.032
6,0,77,0.002
58,0,103,0.002
65,0,92,0.001
63,0,37,0.016
36,1,59,0.01
74,1,107,0.014
22,1,82,0.013
18,1,70,0.004
76,3,103,0.006
35,2,16,0.098
42,7,101,0.035
49,0,97,0.007
74,0,109,0.004
6,0,87,0.011
36,0,108,0.011
51,0,68,0.013
63,2,98,0.006
56,3,21,0.026
65,6,80,0.059
19,0,93,0.006
16,6,110,0.023
79,0,93,0.005
55,6,59,0.108
21,7,71,0.052
4,3,39,0.1
50,0,14,0.013
9,1,22,0.008
63,2,100,0.037
13,1,84,0.006
61,2,44,0.006
22,4,13,0.168
4,0,48,0.014
8,0,108,0.009
63,0,106,0.001
74,2,47,0.027
27,0,84,0
61,6,96,0.048
34,1,68,0.016
57,8,75,0.018
18,1,17,0.155
31,1,11,0.177
11,6,96,0.046
46,1,54,0.005
70,1,110,0.004
38,9,99,0.024
37,0,92,0.005
11,5,51,0.063
22,3,32,0.044
22,0,68,0.002
49,3,72,0.024
59,0,70,0.001
2,5,52,0.11
64,1,78,0.005
69,0,105,0.003
37,0,38,0.008
44,0,99,0.009
55,10,15,0.216
51,2,21,0.061
8,5,71,0.01
17,6,15,0.318
43,0,58,0.01
61,9,108,0.018
37,0,28,0.023
56,1,92,0.006
4,1,57,0.001
39,0,87,0.007
29,1,29,0.008
19,0,57,0.012
47,1,34,0.01
22,0,60,0.004
22,2,109,0.007
2,1,100,0.007
42,1,21,0.007
38,1,57,0.015
26,4,44,0.057
42,1,40,0.029
49,1,108,0.001
70,7,72,0.031
10,1,77,0.001
51,5,55,0.056
70,4,110,0.003
27,3,31,0.047
35,0,47,0.004
4,0,86,0.004
16,0,70,0.007
76,1,97,0.002
52,0,78,0.002
42,1,11,0.013
78,1,65,0.026
22,2,20,0.179
73,2,104,0.002
75,0,106,0.006
75,0,20,0.028
6,9,95,0.044
75,2,46,0.051
49,1,17,0.069
59,1,25,0.035
80,8,52,0.051
58,2,101,0.009
57,1,18,0.075
25,0,56,0.001
70,1,45,0.042
10,1,65,0.028
24,0,29,0.013
29,1,84,0.003
27,3,89,0.013
17,0,95,0.012
33,2,40,0.003
16,2,58,0.037
57,0,49,0.008
80,1,20,0.008
73,2,24,0.069
5,0,63,0.003
42,0,17,0.024
22,3,77,0.009
3,2,50,0.001
73,0,110,0.002
45,0,46,0.012
74,1,51,0.026
75,0,44,0.011
39,4,94,0.028
68,1,24,0.006
46,2,55,0.014
48,2,103,0.013
55,0,77,0.001
28,1,102,0.001
57,1,95,0
2,0,13,0.038
54,2,44,0.079
1,0,72,0.008
11,0,108,0.003
78,2,28,0.093
80,0,20,0.002
31,0,108,0
74,3,33,0.076
38,0,30,0.008
79,1,26,0.055
62,0,15,0.044
33,5,87,0.037
60,6,92,0.003
72,1,58,0.007
16,0,10,0.05
2,0,22,0
32,0,72,0.004
4,0,55,0.009
52,0,21,0.011
5,0,92,0.004
46,10,96,0.003
52,2,37,0.024
52,1,65,0.013
79,5,37,0.05
76,2,18,0.172
16,0,42,0.015
49,0,17,0.017
28,1,16,0.033
42,1,109,0.012
71,3,103,0.023
37,1,69,0.025
45,0,31,0.01
49,0,76,0
27,9,34,0.17
22,8,46,0.02
54,6,81,0.013
55,1,102,0.015
33,2,64,0.032
57,7,94,0.065
76,1,25,0.005
58,4,44,0.063
18,4,110,0.004
14,9,78,0.067
44,7,44,0.154
5,6,89,0.075
7,1,79,0.027
60,4,46,0.026
40,2,55,0.048
16,0,51,0.005
19,1,101,0.007
39,5,109,0.023
6,0,72,0.004
53,0,56,0.013
25,1,11,0.032
44,0,48,0.028
16,1,25,0.008
34,1,17,0.002
28,4,97,0.002
50,4,55,0.088
68,0,25,0.009
37,3,107,0.025
75,0,11,0.019
39,4,69,0.024
65,1,42,0.031
52,0,51,0.026
75,7,78,0.009
23,7,96,0.05
9,1,104,0.004
37,8,88,0.046
48,1,29,0.061
66,0,26,0.023
34,2,75,0.006
11,0,18,0.031
15,0,44,0.009
25,0,76,0.004
53,0,78,0
29,0,97,0.009
36,2,100,0.04
28,2,13,0.04
59,6,47,0.07
45,4,16,0.319
41,4,30,0.127
18,1,51,0.013
19,0,90,0.002
65,0,107,0.004
54,0,77,0.002
35,8,18,0.213
3,0,20,0.031
30,0,31,0.007
23,1,85,0.013
18,1,76,0.026
23,0,29,0.014
7,1,55,0.001
19,0,25,0.015
43,0,79,0.006
27,1,94,0.016
5,3,62,0.032
42,0,50,0.019
72,0,12,0.002
24,0,51,0.006
34,7,59,0.016
67,0,53,0
22,2,26,0.106
46,0,59,0.004
12,0,106,0.006
54,2,55,0.055
59,1,32,0.004
48,0,14,0.003
19,1,91,0.004
20,0,84,0.004
54,0,74,0.004
60,0,85,0.009
6,5,83,0.043
37,0,52,0.007
11,4,52,0.035
16,0,100,0.001
33,0,38,0.006
79,4,69,0.02
78,0,16,0.009
61,0,107,0.001
9,2,40,0.012
36,0,68,0.001
79,0,86,0.001
12,0,77,0.001
1,2,94,0.008
61,5,14,0.176
11,0,64,0.007
67,0,59,0.018
62,1,60,0.003
50,6,37,0.008
69,0,81,0.012
1,2,17,0
33,0,73,0
62,0,44,0.003
37,0,40,0.019
34,0,38,0.002
17,1,41,0
55,9,67,0.092
77,1,65,0.005
13,0,100,0.001
50,1,104,0.014
24,0,17,0.017
16,8,32,0.172
63,0,29,0.004
32,0,24,0.048
78,1,18,0.129
34,4,37,0.124
26,1,26,0.05
16,1,88,0.003
9,2,58,0.003
58,0,92,0.006
50,0,80,0.001
79,0,95,0.004
74,0,88,0.012
69,0,11,0.085
64,0,32,0.017
69,8,69,0.041
24,0,65,0.011
76,1,55,0.015
45,0,19,0.036
53,2,49,0.046
25,4,86,0.056
37,1,79,0.003
36,0,73,0.014
76,0,16,0.008
47,0,98,0.004
79,0,98,0.003
56,1,49,0.038
30,3,63,0.042
9,1,44,0.024
53,0,82,0.001
64,0,94,0.003
76,6,98,0.026
17,0,64,0.003
70,9,104,0.019
35,1,10,0.029
48,1,26,0.055
62,0,97,0.002
66,0,95,0.005
23,4,97,0.004
70,10,107,0.019
12,2,20,0.033
48,0,31,0.022
37,4,100,0.026
23,0,14,0.033
65,0,95,0.01
49,8,23,0.06
5,0,56,0.002
41,4,24,0.022
54,2,54,0.048
76,0,78,0.013
7,0,78,0.012
1,1,84,0.011
57,0,41,0.027
26,0,72,0
28,0,65,0.003
56,0,64,0.005
35,0,53,0.006
5,2,107,0.001
25,1,12,0.051
18,0,52,0.01
15,0,75,0.005
54,1,87,0.01
44,5,101,0.063
12,1,108,0.013
48,10,45,0.151
7,0,13,0.088
3,0,91,0.004
55,0,108,0.003
21,1,89,0.011
22,0,23,0.037
19,0,12,0.07
56,6,39,0.045
48,0,64,0.003
78,0,22,0.013
35,10,59,0.042
3,0,58,0.002
10,0,105,0.001
13,0,12,0.027
35,0,27,0.019
20,1,36,0.033
67,1,105,0.005
11,9,71,0.006
24,7,24,0.188
47,9,72,0.058
58,8,22,0.078
28,1,92,0.004
9,6,44,0.016
11,0,42,0.004
62,1,46,0.021
37,1,53,0.001
39,0,71,0
52,0,87,0
10,1,29,0.067
43,1,58,0.01
78,0,88,0.012
29,2,64,0.029
1,1,72,0.022
38,1,72,0.028
57,1,47,0.01
29,1,48,0.024
40,0,14,0.04
56,4,109,0.009
11,1,29,0.059
25,1,76,0.016
34,6,82,0.035
23,0,28,0.009
71,0,107,0.004
28,0,58,0.004
49,4,64,0.007
61,1,67,0.016
48,1,72,0.01
62,8,61,0.029
57,8,27,0.033
57,0,108,0.003
5,0,43,0.016
39,0,109,0.005
53,2,44,0.019
27,4,77,0.002
64,3,14,0.327
28,6,37,0.033
29,0,85,0.003
29,0,22,0.008
25,0,53,0.005
63,1,85,0.001
1,0,54,0.005
65,0,91,0.009
39,1,106,0.012
22,1,104,0.008
55,2,13,0.213
2,4,74,0.081
18,0,26,0.026
2,1,45,0.007
46,1,99,0
62,0,63,0.01
23,0,14,0.046
61,0,60,0.006
20,4,41,0.105
46,0,47,0.01
78,9,67,0.061
63,0,110,0.004
73,1,42,0.016
20,1,85,0.006
33,0,57,0.005
57,8,48,0.115
20,0,82,0.005
58,1,101,0.009
50,0,81,0.004
16,1,57,0.017
48,4,58,0.038
76,8,21,0.037
7,2,90,0.002
47,5,44,0.188
78,0,49,0.007
69,4,91,0.017
63,0,20,0.023
45,1,39,0.013
65,3,19,0.017
63,1,97,0.013
17,2,84,0.013
14,1,62,0.001
28,2,93,0.03
2,4,80,0.014
50,1,20,0.043
79,0,77,0.003
71,0,42,0.001
29,2,79,0.001
24,2,51,0.027
27,2,70,0.028
53,0,33,0.007
5,0,39,0.02
60,1,46,0.007
20,0,23,0.029
70,2,56,0.023
68,10,34,0.319
33,6,25,0.24
76,0,34,0.002
63,1,44,0.013
68,0,57,0.008
26,2,105,0.017
64,9,27,0.036
51,0,28,0.003
64,0,54,0.017
23,3,57,0.029
63,3,10,0.02
71,0,69,0.001
11,0,50,0
46,0,53,0.013
17,3,76,0.033
8,8,98,0.057
24,3,60,0.012
76,5,50,0.013
54,1,88,0.011
54,1,91,0.003
62,4,21,0.14
76,0,43,0.004
79,0,21,0.008
55,2,23,0.026
24,2,89,0.033
51,0,54,0.009
41,2,79,0.004
70,0,72,0.014
66,0,55,0.018
54,8,28,0.148
69,0,103,0.004
60,0,83,0.002
28,2,15,0.167
3,0,54,0.011
76,2,88,0.002
36,8,26,0.053
22,1,56,0.001
16,1,31,0.023
21,0,98,0.003
14,0,13,0.026
70,2,98,0.008
55,2,103,0.008
25,0,72,0.006
64,6,57,0.066
33,0,41,0.001
58,0,37,0.008
46,0,97,0.002
63,0,93,0.007
25,3,58,0.039
11,0,45,0.02
69,0,49,0
26,3,30,0.078
44,0,96,0
36,2,36,0.004
3,1,74,0.001
1,4,109,0.033
65,3,10,0.057
23,0,58,0.004
38,0,86,0.005
70,2,109,0.002
32,0,80,0.012
42,7,21,0.251
59,0,23,0.026
55,2,28,0.028
1,1,39,0.028
51,0,108,0.003
55,1,76,0.008
29,0,24,0.015
76,4,87,0.026
80,0,76,0.005
27,7,106,0.051
1,1,61,0.007
45,3,23,0.177
37,0,108,0
3,0,87,0.009
55,4,40,0.07
62,4,25,0.004
68,4,81,0.058
65,9,79,0.013
66,0,21,0.03
4,8,50,0.152
27,7,21,0.067
63,1,29,0.012
40,1,75,0.025
48,1,48,0.007
72,4,82,0.026
15,0,100,0.003
53,0,78,0.001
22,0,107,0.005
16,7,110,0.032
28,0,51,0.016
43,3,13,0.07
57,5,78,0.027
22,0,20,0.011
11,0,78,0.011
9,0,29,0.01
32,0,68,0.001
14,0,40,0.008
69,1,84,0.023
16,4,37,0.112
55,0,38,0.023
73,2,65,0.04
65,1,14,0.034
35,3,70,0.013
62,2,14,0.136
77,0,98,0
72,0,57,0
60,1,109,0.016
78,2,43,0.007
5,0,19,0.019
60,1,78,0.005
40,0,66,0.005
69,0,93,0.006
46,5,72,0.029
13,2,51,0.018
77,10,95,0.045
66,4,62,0.003
38,1,82,0.012
16,0,59,0.002
19,0,42,0.01
52,5,31,0.058
74,0,79,0.007
7,1,48,0.017
37,0,26,0.023
26,0,13,0.02
74,1,83,0.006
0,0,61,0.006
51,0,109,0.004
14,2,52,0.03
25,4,96,0.051
78,3,46,0.037
44,0,21,0.002
4,4,107,0.015
51,3,15,0.026
53,1,78,0.022
24,0,36,0
62,2,50,0.009
24,1,69,0.001
4,2,61,0.018
8,7,72,0.069
49,0,71,0.006
59,3,45,0.075
25,1,89,0.011
63,2,97,0.002
60,0,17,0.023
63,0,13,0.085
18,3,88,0.043
35,4,73,0.021
15,0,34,0.012
31,5,41,0.07
33,3,46,0.029
15,1,23,0.024
18,3,96,0.002
60,0,69,0.01
37,0,110,0.007
76,0,60,0.015
15,1,53,0.011
54,3,88,0.011
67,0,37,0.001
76,1,62,0.04
49,8,11,0.835
59,1,34,0.003
57,0,95,0.004
64,8,94,0.12
77,1,77,0.002
32,1,87,0.002
63,1,93,0.012
75,0,75,0.002
37,2,86,0.023
3,0,96,0.003
48,3,70,0.01
39,1,12,0.021
73,3,15,0.093
48,1,83,0.014
52,7,19,0.328
16,10,12,0.124
5,1,96,0
41,2,43,0.019
11,8,104,0.054
52,4,40,0.168
79,0,92,0.007
36,0,76,0
38,0,105,0.002
16,0,26,0.015
8,3,27,0.046
3,1,47,0.023
8,3,89,0.027
65,0,31,0.021
33,0,14,0.008
64,2,75,0.031
22,9,85,0.024
47,2,56,0.026
31,1,43,0.024
65,0,42,0.002
72,7,39,0.003
27,0,78,0.017
10,6,39,0.001
16,0,20,0.005
4,0,43,0.007
29,3,56,0
28,0,101,0.005
48,0,18,0.017
39,1,85,0.009
20,4,12,0.292
60,3,27,0.025
8,2,66,0.004
68,1,88,0.011
77,8,18,0.145
64,7,37,0.055
63,1,56,0.007
41,8,105,0.025
46,6,27,0.024
56,2,65,0.048
30,2,37,0.098
29,5,95,0.003
0,7,102,0
34,0,34,0.02
43,2,10,0.073
5,1,31,0.035
24,0,106,0.005
62,0,86,0.001
16,0,84,0.005
38,1,105,0.02
70,0,82,0.017
25,0,91,0.003
62,0,75,0.01
7,2,75,0.04
50,1,51,0.007
36,0,103,0.006
29,2,96,0.002
16,5,11,0.115
60,0,87,0.005
29,1,69,0.028
26,0,62,0.012
2,0,61,0.003
65,3,70,0.014
60,0,98,0.004
34,3,92,0.01
42,1,20,0.052
6,0,31,0.001
56,0,104,0
26,0,98,0.005
76,0,35,0.028
51,0,73,0.009
50,0,28,0.008
16,1,110,0.01
13,8,91,0.035
33,0,83,0.01
79,2,49,0.035
41,7,66,0.046
2,0,95,0.002
20,1,89,0.016
60,1,28,0.001
51,1,48,0.021
75,1,66,0.01
14,0,107,0.001
76,5,85,0.016
63,1,68,0.013
15,9,102,0.015
71,1,47,0.022
18,0,29,0.017
80,1,93,0.005
13,3,14,0.093
74,4,88,0.055
59,8,50,0.025
46,0,41,0.013
46,0,19,0.007
46,0,82,0.011
68,3,26,0.045
76,1,51,0.006
22,0,46,0.002
71,2,14,0.213
20,2,29,0.102
47,1,37,0.035
20,5,69,0.043
48,4,43,0.028
7,6,37,0.081
2,0,104,0.009
9,5,13,0.223
20,6,78,0.032
26,2,105,0.009
9,0,52,0.017
52,0,53,0.005
6,1,86,0.001
10,6,23,0.285
5,2,49,0.078
31,6,90,0.035
16,1,38,0.01
12,1,29,0.062
80,0,79,0.005
29,7,74,0.095
67,1,34,0.068
36,1,43,0.005
41,0,87,0.011
34,2,26,0.022
37,0,50,0.006
16,6,45,0.055
27,1,58,0.001
76,0,23,0.007
61,0,83,0.001
54,1,98,0.019
10,1,83,0.014
12,0,33,0.019
55,1,68,0.012
50,2,75,0.003
47,0,36,0
72,2,24,0.008
7,6,78,0.073
79,3,21,0.194
37,1,24,0.052
18,8,25,0.293
5,1,81,0.006
8,0,77,0.002
14,0,94,0
51,4,78,0.045
29,2,25,0.06
63,0,91,0
77,6,55,0.099
14,0,15,0.023
73,3,36,0.038
63,1,87,0.002
44,0,54,0.008
2,7,59,0.093
3,0,46,0.007
2,0,23,0.05
80,5,68,0.034
19,1,50,0.028
3,1,20,0.068
70,0,61,0.022
6,2,87,0.008
63,6,52,0.072
62,4,17,0.178
71,0,105,0.002
51,1,13,0.022
75,1,20,0.072
56,0,71,0.01
0,0,54,0.017
57,1,100,0.001
12,0,58,0.011
1,2,19,0.139
60,6,76,0.007
65,2,15,0.011
21,0,20,0.024
6,2,82,0.011
79,0,101,0.001
13,0,69,0.007
60,0,76,0.009
9,6,93,0.024
68,2,66,0.013
67,2,110,0.019
55,4,36,0.033
49,0,37,0.003
9,0,62,0.005
27,0,16,0.003
40,2,47,0.035
46,1,104,0
76,0,46,0.01
49,0,73,0.011
6,3,69,0.045
33,0,49,0.012
53,8,91,0.036
51,0,86,0.007
69,3,94,0.049
48,9,34,0.048
8,0,107,0.006
51,0,38,0.017
14,1,24,0.115
67,0,15,0.031
36,0,19,0.032
55,0,18,0.038
39,0,76,0.012
59,0,103,0.011
59,0,24,0.021
79,0,36,0.013
51,0,14,0.054
10,0,63,0.005
28,2,82,0.012
28,7,108,0.036
59,0,37,0.017
52,2,45,0.012
8,4,37,0.042
7,0,38,0.035
60,0,12,0.012
15,1,97,0.005
28,1,45,0.004
75,0,19,0.027
4,0,105,0.005
69,0,85,0.004
44,0,67,0.019
70,1,103,0.019
67,0,12,0.052
57,1,64,0.025
56,0,89,0.001
19,1,38,0.046
64,0,98,0.001
70,0,93,0.004
37,2,28,0.105
22,3,85,0.023
18,0,102,0.001
12,0,72,0.004
10,0,60,0.004
28,0,44,0.019
11,6,43,0.016
75,2,55,0.009
43,0,54,0.001
28,0,71,0.014
79,0,23,0.021
76,0,82,0.005
19,1,22,0.051
53,1,80,0.002
51,2,75,0.001
64,1,30,0.018
30,0,100,0.007
6,1,56,0.024
32,1,47,0.003
54,0,46,0.012
61,2,55,0.052
58,9,77,0.037
24,0,31,0.017
17,3,93,0.011
28,1,79,0.009
66,1,21,0.042
79,0,63,0.004
33,0,86,0.002
60,0,96,0.003
60,6,78,0.095
35,2,72,0.012
38,1,52,0.023
62,0,23,0.011
42,0,108,0.002
32,0,32,0.025
42,2,12,0.2
51,3,72,0.035
60,0,80,0.002
75,0,80,0.003
21,1,53,0.033
48,2,106,0.026
59,0,56,0.002
22,1,102,0.015
59,0,72,0.005
29,1,88,0.008
80,4,27,0.122
35,1,54,0.01
39,7,31,0.062
32,1,74,0.01
78,3,82,0.01
49,0,68,0.017
36,0,35,0.007
36,1,54,0.015
19,1,19,0.002
38,1,80,0.013
64,7,31,0.156
44,10,105,0.023
76,0,106,0.011
10,5,30,0.129
67,0,52,0.012
12,7,10,0.654
33,0,47,0.003
2,0,70,0.01
15,4,64,0.007
65,0,45,0.002
48,4,26,0.042
42,0,27,0.027
29,6,29,0.052
37,0,35,0.011
5,0,60,0.012
46,6,63,0.07
75,0,97,0.002
29,8,56,0.008
59,7,54,0.072
49,0,99,0.004
50,0,104,0.005
21,0,108,0.001
21,0,51,0
60,0,38,0.008
44,3,37,0.003
71,0,107,0.008
3,0,53,0.009
75,6,12,0.157
57,1,72,0.028
31,0,85,0.002
60,1,35,0.017
12,1,59,0.002
3,0,33,0.018
12,1,11,0.134
33,2,39,0.033
33,8,67,0.124
28,2,93,0.006
33,1,67,0.027
30,0,68,0.005
2,3,90,0.007
11,1,106,0.011
36,7,73,0.019
2,3,101,0.007
70,1,45,0.03
74,4,89,0.015
68,1,59,0.008
58,0,22,0.019
75,1,26,0.02
51,1,85,0.012
6,0,40,0.031
11,0,103,0.002
31,0,36,0.004
65,0,37,0.021
17,2,98,0
25,4,79,0.021
12,0,36,0.02
6,2,78,0.008
29,7,88,0.04
38,0,73,0.005
75,0,80,0
78,3,22,0.111
76,0,55,0.019
71,2,54,0.017
41,0,39,0.016
34,2,67,0.014
41,4,70,0.008
19,1,57,0.015
23,2,69,0.023
2,1,84,0.011
23,4,37,0.005
46,0,11,0.093
55,1,90,0.007
63,3,32,0.02
7,9,44,0.083
4,5,30,0.149
70,1,46,0.031
59,4,106,0.029
34,0,94,0.006
72,1,96,0.007
4,1,67,0.006
28,7,87,0.009
18,6,89,0.027
17,0,72,0.004
76,7,46,0.029
80,3,95,0.035
32,0,64,0.001
64,2,17,0.03
76,5,77,0.013
43,2,65,0.006
11,0,82,0.002
5,0,36,0.031
42,1,92,0.002
21,0,17,0.032
41,5,25,0.147
25,0,85,0.005
63,0,66,0.014
75,0,21,0.026
9,2,44,0.017
38,4,101,0.016
5,3,60,0.036
39,0,19,0.042
32,1,71,0.031
28,3,23,0.118
78,1,14,0.081
48,1,51,0.053
68,0,68,0.005
61,1,41,0.006
52,0,46,0.001
34,2,99,0.027
27,8,83,0.026
45,0,109,0.001
52,0,67,0.01
80,2,103,0.003
64,4,59,0.048
77,8,43,0.07
26,1,24,0.036
42,2,105,0.008
7,1,75,0.008
0,0,69,0.008
72,3,103,0.039
61,0,43,0.015
6,0,65,0.005
54,3,81,0.031
65,0,15,0
3,0,50,0.005
39,1,24,0.008
6,2,16,0.101
47,1,29,0.044
56,1,17,0.016
45,1,24,0
25,5,57,0.02
28,2,103,0.005
8,1,65,0.021
71,0,35,0.016
2,7,106,0.02
69,0,24,0.004
47,0,104,0.011
77,2,95,0.018
33,0,83,0.007
21,2,47,0.007
77,3,35,0.134
14,1,108,0.018
50,3,41,0.057
59,0,79,0.004
40,0,31,0.032
48,1,39,0.003
77,0,35,0.031
59,0,30,0.011
3,0,87,0.009
35,0,88,0.006
74,0,61,0.002
62,2,48,0.063
14,1,88,0.006
55,2,101,0.016
54,6,47,0.153
60,1,96,0.001
7,1,110,0.01
57,1,65,0.015
56,3,11,0.325
63,0,26,0.008
30,0,86,0.002
71,1,25,0.013
45,5,110,0.02
26,0,92,0.007
45,0,64,0.001
15,0,73,0.012
54,0,68,0.002
17,1,35,0.023
42,5,20,0.014
76,0,107,0.006
3,2,72,0.021
33,0,54,0.005
61,2,34,0.021
25,5,58,0.035
7,0,83,0.008
57,9,52,0.067
34,1,86,0.001
19,3,31,0.016
14,2,14,0.007
8,5,71,0.071
62,1,102,0.003
2,1,30,0.066
6,0,41,0.018
34,3,85,0
48,0,105,0.009
2,2,93,0.001
77,3,58,0.092
44,5,50,0.085
6,3,52,0.088
58,5,19,0.056
36,0,18,0.034
38,10,19,0.276
71,4,43,0.084
45,2,82,0.004
14,9,81,0.166
41,1,31,0.002
29,0,84,0.005
49,0,66,0.004
36,1,14,0.116
76,0,98,0.001
73,0,59,0.002
48,1,12,0.088
49,0,11,0.041
34,1,27,0.002
23,1,73,0.025
31,0,90,0.004
54,0,55,0.005
43,4,41,0.068
78,3,57,0.06
39,1,36,0.019
21,9,75,0.13
60,0,20,0.017
58,0,92,0.011
79,4,33,0.032
23,2,62,0.028
53,3,34,0.025
62,1,104,0.012
60,0,70,0.014
39,2,103,0.023
41,0,36,0.008
21,2,62,0.025
37,1,47,0.038
11,0,83,0.003
45,1,91,0.001
66,7,29,0.218
31,0,71,0.001
33,10,21,0.395
38,3,86,0.035
20,0,46,0
43,9,61,0.069
38,2,92,0.003
61,4,81,0.031
6,3,62,0.042
75,0,81,0.005
42,2,58,0.001
41,1,19,0.05
58,1,105,0.009
64,0,48,0.002
10,1,11,0.103
28,8,29,0.238
72,10,73,0.008
12,0,64,0.007
47,0,55,0.016
43,0,84,0.002
26,6,59,0.021
10,1,31,0.014
28,1,39,0.02
1,5,83,0.058
47,4,60,0.038
54,1,22,0.045
66,0,13,0.051
20,1,45,0.012
68,0,25,0.013
41,1,106,0.013
67,2,40,0.014
42,1,77,0.014
18,5,37,0.112
34,6,106,0.02
3,0,93,0.003
12,1,47,0
67,1,52,0.036
28,0,92,0.001
33,0,110,0.001
22,4,38,0.005
74,0,88,0.003
63,1,18,0.037
67,6,64,0.07
47,3,46,0.072
59,3,71,0.027
1,0,46,0.016
28,1,56,0.004
53,0,50,0.012
39,4,87,0.051
72,0,19,0.046
71,0,17,0.011
34,1,98,0.011
27,1,63,0.004
68,0,62,0.01
74,0,83,0.004
27,0,102,0.008
71,0,76,0.009
2,0,20,0.027
44,0,79,0.001
41,0,88,0.004
45,2,106,0.006
33,5,37,0.016
79,0,57,0.005
54,8,51,0.051
11,2,55,0.01
44,0,16,0.016
34,0,45,0.008
34,1,35,0.075
3,5,16,0.213
32,2,54,0.016
32,0,79,0.007
29,0,31,0.018
65,10,60,0.089
55,2,108,0.034
49,3,96,0.002
34,5,82,0.036
57,0,88,0.006
38,5,109,0.002
22,5,88,0.016
27,0,41,0.019
43,1,89,0.002
52,2,82,0.01
9,4,88,0.015
34,4,39,0.116
71,0,77,0.01
51,0,70,0.012
60,2,60,0.051
38,0,26,0.011
66,0,75,0.004
14,0,50,0.005
76,1,104,0.008
74,3,42,0.078
78,0,17,0.054
17,2,77,0.009
69,3,12,0.304
68,0,57,0.016
25,0,29,0.026
49,5,37,0.048
53,0,37,0.022
13,0,34,0.019
2,0,53,0.012
9,1,14,0.053
9,1,29,0.021
26,6,26,0.149
65,0,98,0.002
40,3,19,0.056
11,0,30,0
25,0,73,0.001
57,0,101,0.001
71,0,53,0
68,0,72,0.012
59,0,99,0.01
42,1,95,0.013
1,1,24,0.047
60,0,33,0.003
71,0,99,0.001
72,0,63,0.013
15,1,34,0.036
68,1,11,0.095
4,1,17,0.02
57,1,80,0.009
3,0,91,0.005
1,0,19,0.009
4,1,75,0.011
42,1,60,0.01
72,0,71,0.014
6,0,93,0
61,3,14,0.082
75,9,32,0.051
78,0,24,0.027
57,0,100,0.004
9,7,103,0.039
7,0,12,0.099
6,0,64,0.01
59,1,52,0.003
9,0,49,0.014
74,7,95,0.046
34,0,73,0.013
5,1,67,0
27,7,88,0.109
7,0,52,0.003
6,4,78,0.005
78,6,64,0.038
66,0,84,0.007
33,6,95,0.02
13,0,110,0.002
4,3,47,0.042
11,1,90,0.019
59,3,44,0.06
75,0,21,0.014
44,10,38,0.292
2,3,46,0.001
10,0,88,0.002
58,0,26,0.013
1,1,55,0.002
48,1,101,0.012
10,4,32,0.061
41,10,52,0.189
35,8,17,0.079
20,0,82,0
29,0,31,0
46,7,19,0.098
2,8,33,0.002
32,3,64,0.046
22,5,38,0.058
1,1,45,0.003
73,0,62,0.011
32,0,40,0.01
21,9,66,0.083
77,2,36,0.028
55,1,24,0.011
1,0,48,0.007
12,0,93,0
64,2,109,0.009
23,0,68,0.012
55,0,39,0.031
37,2,61,0.037
3,0,95,0.009
46,0,29,0.032
79,2,48,0.011
53,1,44,0.007
25,3,81,0.001
68,4,92,0.026
45,0,51,0.01
27,0,89,0.003
12,9,45,0.073
39,3,29,0.048
22,0,18,0.015
55,0,108,0.005
62,0,72,0.003
16,2,25,0.115
65,1,107,0.001
26,7,41,0.009
39,1,83,0.025
38,1,82,0.014
15,0,44,0.021
58,1,88,0.014
22,0,107,0.003
68,2,46,0.009
24,4,41,0.037
33,0,85,0
26,0,50,0.003
19,5,74,0.005
22,0,17,0.01
55,2,77,0.013
49,5,76,0.094
47,4,31,0.025
57,1,29,0.021
60,3,76,0.01
59,0,95,0.004
57,0,80,0.001
28,5,91,0.044
27,2,21,0.075
50,2,57,0.034
17,8,29,0.192
39,4,36,0.084
57,0,18,0.042
1,0,43,0.014
51,1,102,0.014
27,0,10,0.017
45,2,58,0.012
75,3,48,0.024
67,4,76,0.038
64,1,12,0.128
33,0,76,0.008
51,1,27,0.01
67,0,25,0.013
60,2,70,0.038
32,0,15,0.091
1,0,76,0.002
38,9,28,0.177
22,4,19,0.005
50,6,46,0.07
6,1,104,0.003
0,2,19,0.047
57,0,30,0.012
49,1,53,0.003
26,0,79,0.003
74,7,31,0.352
65,1,93,0.002
56,2,103,0.021
20,3,83,0.011
7,1,87,0.013
50,1,54,0.022
51,0,26,0.017
79,0,17,0.005
47,0,11,0.055
50,8,48,0.105
17,0,22,0.058
59,1,46,0.014
30,9,92,0.147
74,2,57,0.031
12,3,60,0.034
71,6,46,0.086
53,6,12,0.178
61,3,100,0.006
56,5,30,0.106
59,1,28,0.029
18,2,18,0.036
13,0,70,0.003
28,9,47,0.143
48,0,107,0.005
75,1,52,0.036
55,0,42,0.002
28,1,23,0.03
61,1,33,0.02
79,3,86,0.031
9,0,62,0.011
71,3,12,0.005
68,0,78,0.008
19,0,91,0.006
56,2,77,0.021
33,1,35,0.013
62,7,82,0.076
64,0,14,0.036
1,0,87,0.011
